"jS_mouseID","jS_sex","jS_lon","jS_lat","jS_year","jS_BMI","jS_HI","jS_Ntrapped","ID","imperv","tcd","clc","swf_perc","dist_road","dist_path","prec_aug_2015","prec_aug_2016","prec_aug_2017","prec_aug_2018","soil_moist","soil_ph","CATO","PITO","POTO","cat_dens","pig_dens","pou_dens","gem_char","clc_fct"
"AA_0259","F",13.6025,52.2225,"2017",0.065537171172598,0.08,11,149,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"AA_0465","M",13.3047,52.9936,"2017",-0.218678837090907,0.08,2,150,9.17000007629395,0,"211",1,104.969741821289,594.888977050781,47.1969833374023,38.3888206481934,56.1969833374023,15.8309297561646,92.0007476806641,6.61646509170532,3.41104459762573,0.0392261631786823,0.0959925428032875,0.152729421854019,0.00175635027699172,4.29806327819824,"12065356","3"
"AA_0582","F",12.6278,52.7269,"2018",2.11066956656634,0,6,151,5.32000017166138,20.3999996185303,"311",40,78.2753143310547,236.479476928711,74.4565658569336,26.1345825195312,69.8998031616211,44.3910102844238,90.5670852661133,6.55923986434937,0.542061805725098,4.36859154433478e-05,0.591653048992157,0.116082325577736,9.35532261792105e-06,126.702278137207,"12063142","4"
"AA_0400","F",14.1736,52.0892,"2017",-0.697963794302729,0.84,3,152,36.8800010681152,11.8699998855591,"112",31,35.555347442627,148.659286499023,31.6925086975098,37.9012641906738,75.7468795776367,17.5178699493408,87.0441665649414,5.59717798233032,2.06985425949097,0.12037518620491,0.000187542696949095,0.170200988650322,0.00989826954901218,0.0154213523492217,"12067493","2"
"AA_0500","M",11.6069,53.9405,"2017",-1.71151821743943,0.89,7,153,30.5,0,"121",20,17.6912326812744,67.2136459350586,68.4612274169922,32,45.5169639587402,80.9301605224609,100,6.65794610977173,0.824423670768738,0.0109763247892261,0.0298039652407169,0.187587901949883,0.00249753333628178,6.78154134750366,"13058073","1"
"AA_0240","F",13.7881,52.5844,"2017",-1.206109938889,0.24,1,154,39.9900016784668,10.6499996185303,"231",0,13.4222974777222,267.735809326172,30.9530410766602,41.6162071228027,68.0247268676758,11.0041770935059,90.045539855957,6.23337364196777,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","3"
"AA_0383","M",13.8975,52.2761,"2017",2.01175033375653,0.42,14,155,67.870002746582,0,"121",0,26.8478717803955,250.533706665039,32.2477836608887,37.2477836608887,65.7902908325195,12,87.7522506713867,6.32859802246094,0.391730159521103,0.000116356575745158,3.01401376724243,0.0217231214046478,6.45247246211511e-06,167.140029907227,"12067481","1"
"AA_0059","M",14.1158,52.8431,"2016",-2.47015085243582,0.85,2,156,36.3499984741211,19.9400005340576,"141",0,13.4041566848755,23.5383377075195,40.5933609008789,41.84521484375,61.9080276489258,6,88,6.3073878288269,2.81315588951111,0.0907081663608551,0.000169543141964823,0.214459255337715,0.0069150822237134,0.0129250194877386,"12064044","2"
"AA_0675","F",13.1781,52.9967,"2018",0.0497470525533615,0.16,5,157,22.1399993896484,0,"211",0,29.2021389007568,639.667053222656,47.0406379699707,33.9618797302246,55.0023727416992,22.3533725738525,92.0011367797852,6.45621681213379,0.910161852836609,1.26673853397369,0.0721716657280922,0.0745571255683899,0.103766575455666,5.91203832626343,"12065100","3"
"SK_2971","F",12.5028,49.1528,"2015",-0.295022318943394,0.72,2,158,30.3999996185303,0,"231",0,30.3529872894287,109.077980041504,59.1595077514648,57.8609771728516,108.166641235352,52.5072708129883,103.710800170898,5.40929460525513,3.76460480690002,0.146070152521133,0.0270350389182568,0.329736769199371,0.012794092297554,2.36796355247498,"09372153","3"
"AA_0545","M",14.0678,52.3975,"2018",2.72111441755697,0.85,6,159,18.5400009155273,0,"211",4,70.3287506103516,271.564880371094,24.0563430786133,39.9342727661133,62.8399810791016,13.7944946289062,88.8291625976562,6.61306524276733,1.14583587646484,0.115304313600063,0.00348423351533711,0.1624905616045,0.0163512621074915,0.494097858667374,"12067144","3"
"AA_0150","M",13.81,51.8978,"2016",2.35202872856201,0.25,10,160,85.0500030517578,0.5,"112",0,14.9756526947021,157.447174072266,31.4341297149658,48.0234107971191,60.2356109619141,16.0239372253418,88.672737121582,6.06953811645508,4.17577743530273,0.00283589027822018,1.93239152431488,0.20132352411747,0.000136724571348168,93.1648941040039,"12061320","2"
"SK_3118","F",13.8756,52.6053,"2015",-1.08583289433604,0.92,12,161,67.4199981689453,0.270000010728836,"112",0,35.2653617858887,97.4070205688477,27.4374332427979,46.5084648132324,73.0497360229492,11,90.9610061645508,4.84835958480835,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","2"
"AA_0280","F",13.8756,52.6053,"2017",-1.59732787810317,0.6,9,162,67.4199981689453,0.270000010728836,"112",0,35.2653617858887,97.4070205688477,27.4374332427979,46.5084648132324,73.0497360229492,11,90.9610061645508,4.84835958480835,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","2"
"AA_0604","M",13.7306,52.2594,"2018",2.31243401625833,0.2,4,163,14.960000038147,3.79999995231628,"211",7,29.3292846679688,27.7618885040283,36.5249557495117,37.4216537475586,63.9926567077637,10,88,6.45697927474976,0.0829539373517036,0.00155612896196544,0.0497434139251709,0.00609570322558284,0.000114349008072168,3.65529465675354,"12061217","3"
"SK_3065","M",12.1683,48.8911,"2015",-2.38693006754209,0.75,4,164,33.4700012207031,0,"112",0,48.0570907592773,17.5055294036865,30.4265460968018,44.845630645752,103.044502258301,54.9300689697266,102.156791687012,7.76372385025024,0.536088764667511,0.0299952458590269,3.91250760003459e-05,0.144040018320084,0.00805932935327291,0.0105123948305845,"09375205","2"
"AA_0317","M",13.8675,52.2428,"2017",-0.192364015019762,0.25,7,165,50.0200004577637,4.53000020980835,"112",0,19.5165863037109,232.118392944336,33.5533447265625,38,66.4584808349609,12,87.5531616210938,5.87880849838257,0.391730159521103,0.000116356575745158,3.01401376724243,0.0217231214046478,6.45247246211511e-06,167.140029907227,"12067481","2"
"AA_0368","F",13.4864,53.1275,"2017",-3.93920966742556,0.92,7,166,49.9300003051758,0.419999986886978,"121",0,82.9981155395508,55.4482460021973,33.6309776306152,32.4775848388672,44.7458000183105,19.6522178649902,93.7398986816406,NA,0.952517688274384,1.43391013145447,0.209324076771736,0.0251369290053844,0.0378408692777157,5.5240592956543,"12073572","1"
"AA_0094","F",13.3047,52.9936,"2016",-0.262065163440869,0.04,7,167,9.17000007629395,0,"211",1,104.969741821289,594.888977050781,47.1969833374023,38.3888206481934,56.1969833374023,15.8309297561646,92.0007476806641,6.61646509170532,3.41104459762573,0.0392261631786823,0.0959925428032875,0.152729421854019,0.00175635027699172,4.29806327819824,"12065356","3"
"SK_3193","F",13.1647,53.24,"2015",4.59321323136461,0.72,1,168,26.2700004577637,0.579999983310699,"112",0,19.7054862976074,176.998657226562,50.6682586669922,35,56.0000534057617,26.1601848602295,94,5.89188289642334,0.000240711160586216,7.25991731087561e-06,5.60886765015312e-05,1.12378320409334e-05,3.3893624618031e-07,0.00261855381540954,"12065084","2"
"SK_3004","F",12.3836,49.0664,"2015",-0.355340277043176,0.48,7,169,23.5900001525879,0,"211",0,15.8036270141602,65.7864990234375,54.7582702636719,62.1403541564941,116.760665893555,56.0604286193848,104.902252197266,6.0301718711853,1.02594614028931,0.00723065715283155,3.35459590132814e-05,0.336113542318344,0.00236885901540518,0.0109901009127498,"09375120","3"
"AA_0626","M",14.0939,53.0706,"2018",1.24206829185632,0.85,7,170,56.5299987792969,0,"121",0,24.508186340332,316.626281738281,24.2312984466553,42.9505004882812,53.7810249328613,14.0121917724609,91.7855987548828,7.04087114334106,0.162654235959053,0.0085555724799633,0.009685929864645,0.126281678676605,0.00664238492026925,7.51997375488281,"12073440","1"
"AA_0181","M",13.2144,53.1514,"2016",0.998661363558409,0.65,3,171,37.2099990844727,0,"112",0,73.8466033935547,232.88703918457,50.6054039001465,36.8394432067871,59.6054039001465,25.9978694915771,93.7740859985352,5.67053747177124,0.000240711160586216,7.25991731087561e-06,5.60886765015312e-05,1.12378320409334e-05,3.3893624618031e-07,0.00261855381540954,"12065084","2"
"SK_3201","F",13.6025,52.2225,"2015",3.52847522015423,0.08,8,172,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"AA_0325","M",13.4408,53.0497,"2017",-1.61982990348193,0.8,14,173,60.8400001525879,3.14000010490417,"112",0,23.9181709289551,118.092124938965,42.1488952636719,38.2435302734375,54.139331817627,18.4349002838135,92.2370071411133,NA,0.952517688274384,1.43391013145447,0.209324076771736,0.0251369290053844,0.0378408692777157,5.5240592956543,"12073572","2"
"AA_0360","F",13.4408,53.0497,"2017",-1.09868226346862,0.74,14,174,60.8400001525879,3.14000010490417,"112",0,23.9181709289551,118.092124938965,42.1488952636719,38.2435302734375,54.139331817627,18.4349002838135,92.2370071411133,NA,0.952517688274384,1.43391013145447,0.209324076771736,0.0251369290053844,0.0378408692777157,5.5240592956543,"12073572","2"
"SK_3157","F",13.5472,52.9217,"2015",-0.237518217439429,0.09,4,175,68.0400009155273,0.419999986886978,"112",0,22.1092071533203,111.397941589355,42.4467506408691,49.1705741882324,66.9662322998047,14.2238731384277,92,4.82803964614868,1.79432463645935,0.0239626169204712,0.0121016260236502,0.0754082500934601,0.00100705248769373,0.508582711219788,"12060198","2"
"AA_0159","F",13.81,51.8978,"2016",5.6161226205649,0.12,10,176,85.0500030517578,0.5,"112",0,14.9756526947021,157.447174072266,31.4341297149658,48.0234107971191,60.2356109619141,16.0239372253418,88.672737121582,6.06953811645508,4.17577743530273,0.00283589027822018,1.93239152431488,0.20132352411747,0.000136724571348168,93.1648941040039,"12061320","2"
"SK_3111","M",13.8756,52.6053,"2015",-0.0330668040424544,0.9,12,177,67.4199981689453,0.270000010728836,"112",0,35.2653617858887,97.4070205688477,27.4374332427979,46.5084648132324,73.0497360229492,11,90.9610061645508,4.84835958480835,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","2"
"AA_0667","F",14.0939,53.0706,"2018",-0.886612109442313,0.84,7,178,56.5299987792969,0,"121",0,24.508186340332,316.626281738281,24.2312984466553,42.9505004882812,53.7810249328613,14.0121917724609,91.7855987548828,7.04087114334106,0.162654235959053,0.0085555724799633,0.009685929864645,0.126281678676605,0.00664238492026925,7.51997375488281,"12073440","1"
"AA_0617","F",14.0806,53.0336,"2018",-1.40842432543654,0.65,9,179,0,0,"211",0,26.4313259124756,581.596984863281,24.1022644042969,44.5001678466797,53.6766624450684,13.9989881515503,92,7.24931526184082,0.132863029837608,0.0593872144818306,0.0634582042694092,0.0284640565514565,0.0127228843048215,13.5950374603271,"12073505","3"
"AA_0343","F",14.0189,51.9661,"2017",-1.79240222806155,0.76,2,180,0,0,"512",0,601.130737304688,209.90998840332,29.0755100250244,40.0648155212402,63.5590782165527,18,88,4.60781812667847,0.0176993291825056,0.000263147987425327,0.00565272988751531,0.00451822113245726,6.71754751238041e-05,1.44300866127014,"12061352","7"
"SK_3016","M",12.1353,48.8936,"2015",0.581845866361007,0.75,3,181,52.0099983215332,0,"121",0,109.167274475098,47.792236328125,33.7244453430176,45.6240386962891,103.775787353516,56.7519226074219,102.959426879883,6.38960933685303,0.536088764667511,0.0299952458590269,3.91250760003459e-05,0.144040018320084,0.00805932935327291,0.0105123948305845,"09375205","1"
"AA_0408","F",14.1442,52.0172,"2017",0.925657937180701,0.8,9,182,23.2800006866455,2.67000007629395,"112",10,40.8915481567383,115.825088500977,30.0012226104736,38.2073516845703,72.0423355102539,18.8931007385254,87.2168197631836,5.12230110168457,0.080185167491436,0.00154991541057825,0.0465387776494026,0.00606728950515389,0.000117275871161837,3.52140235900879,"12061450","2"
"SK_3056","M",12.3844,49.0919,"2015",0.160796459457184,0.6,2,183,36.8600006103516,0,"112",0,73.1023254394531,44.0943984985352,54.1711845397949,60.9189262390137,113.469711303711,51.0748176574707,104.32886505127,5.63091564178467,1.02594614028931,0.00723065715283155,3.35459590132814e-05,0.336113542318344,0.00236885901540518,0.0109901009127498,"09375120","2"
"AA_0125","F",13.3047,52.9936,"2016",2.75747357955264,0.04,7,184,9.17000007629395,0,"211",1,104.969741821289,594.888977050781,47.1969833374023,38.3888206481934,56.1969833374023,15.8309297561646,92.0007476806641,6.61646509170532,3.41104459762573,0.0392261631786823,0.0959925428032875,0.152729421854019,0.00175635027699172,4.29806327819824,"12065356","3"
"AA_0067","M",13.4642,52.4164,"2016",2.64338789055769,0.1,7,185,0,0,"231",0,80.5912246704102,48.6398468017578,29.9231662750244,36.8805694580078,65.0487213134766,7.74145650863647,88.8637619018555,NA,0.00144297431688756,0.000794871477410197,0.0442729666829109,0.00017622546874918,9.70749097177759e-05,5.40690469741821,"12061433","3"
"AA_0536","M",13.2829,52.9574,"2018",-1.76888558244303,0.1,4,186,71.5699996948242,0.439999997615814,"121",8,52.0529556274414,633.305603027344,49.934684753418,40.8499221801758,58.9345359802246,15.9748773574829,92.9592514038086,6.52810335159302,3.41104459762573,0.0392261631786823,0.0959925428032875,0.152729421854019,0.00175635027699172,4.29806327819824,"12065356","1"
"AA_0270","F",13.8756,52.6053,"2017",0.277486559190793,0.44,9,187,67.4199981689453,0.270000010728836,"112",0,35.2653617858887,97.4070205688477,27.4374332427979,46.5084648132324,73.0497360229492,11,90.9610061645508,4.84835958480835,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","2"
"AA_0289","M",13.8756,52.6053,"2017",-0.227327878103165,0.95,9,188,67.4199981689453,0.270000010728836,"112",0,35.2653617858887,97.4070205688477,27.4374332427979,46.5084648132324,73.0497360229492,11,90.9610061645508,4.84835958480835,0.121439479291439,0.0863277539610863,7.63468560762703e-05,0.0113624865189195,0.00807725824415684,0.00714339502155781,"12064029","2"
"AA_0189","M",14.0355,53.0203,"2016",0.347028728562012,0.8,5,189,44.1699981689453,4.30000019073486,"112",8,19.6653060913086,122.025833129883,22.2413272857666,41.0197944641113,48.5831336975098,15.0084733963013,91.3884124755859,6.92543697357178,3.39110207557678,0.227075219154358,0.236762419342995,0.104476436972618,0.00699595874175429,7.29441165924072,"12073008","2"
"AA_0251","F",13.6025,52.2225,"2017",-1.42345776184811,0,11,190,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"SK_3185","M",13.8119,52.8875,"2015",-0.281620312450243,0.75,1,191,60.0900001525879,0.839999973773956,"112",0,22.2195720672607,126.62776184082,36.034854888916,40.5330696105957,58.4772338867188,14.0562963485718,91.0485229492188,6.32770538330078,0.272549211978912,0.00147006893530488,0.000768382742535323,0.175389438867569,0.000946010986808687,0.49446564912796,"12060036","2"
"AA_0392","F",14.1442,52.0172,"2017",-1.83978556355741,0.67,9,192,23.2800006866455,2.67000007629395,"112",10,40.8915481567383,115.825088500977,30.0012226104736,38.2073516845703,72.0423355102539,18.8931007385254,87.2168197631836,5.12230110168457,0.080185167491436,0.00154991541057825,0.0465387776494026,0.00606728950515389,0.000117275871161837,3.52140235900879,"12061450","2"
"AA_0083","F",13.6761,52.4977,"2016",-0.954971271437988,0.91,6,193,57.1699981689453,0,"142",0,31.302547454834,317.967895507812,34.4710464477539,40.1130447387695,63.0133094787598,9.34791946411133,89,6.03938055038452,0.0336529426276684,0.00670273322612047,5.25753930560313e-05,0.0105757657438517,0.00210639950819314,0.0165223311632872,"12064227","2"
"AA_0050","M",13.6761,52.4977,"2016",0.144208309559851,0.7,6,194,57.1699981689453,0,"142",0,31.302547454834,317.967895507812,34.4710464477539,40.1130447387695,63.0133094787598,9.34791946411133,89,6.03938055038452,0.0336529426276684,0.00670273322612047,5.25753930560313e-05,0.0105757657438517,0.00210639950819314,0.0165223311632872,"12064227","2"
"SK_3126","M",13.6664,52.7339,"2015",0.954659722956824,0,15,195,47.2400016784668,6.51999998092651,"112",0,14.6529951095581,28.4916172027588,39.2913398742676,38.1301574707031,68.128173828125,12.1721296310425,91.1677017211914,5.96711921691895,0.0653280913829803,0.00768664060160518,0.0030740606598556,0.0107333343476057,0.00126290670596063,0.505064845085144,"12060024","2"
"AA_0595","M",14.0806,53.0336,"2018",-2.42925130684505,0.84,9,196,0,0,"211",0,26.4313259124756,581.596984863281,24.1022644042969,44.5001678466797,53.6766624450684,13.9989881515503,92,7.24931526184082,0.132863029837608,0.0593872144818306,0.0634582042694092,0.0284640565514565,0.0127228843048215,13.5950374603271,"12073505","3"
"AA_0575","F",14.0736,52.9308,"2018",0.189848712040573,0.78,2,197,36.6100006103516,10.4499998092651,"112",21,35.2046546936035,65.3394927978516,29.6286849975586,45.991512298584,56.1186103820801,8.4801607131958,91.0582580566406,7.34466028213501,0.60954225063324,0.00925637595355511,0.00514053087681532,0.353598743677139,0.005369673948735,2.9820499420166,"12060185","2"
"AA_0635","M",14.1414,53.0783,"2018",-0.246803174651251,0.74,14,198,7.65000009536743,0,"112",9,63.8303489685059,318.106231689453,26.014669418335,47.6559638977051,59.3956604003906,12.4641408920288,91.6989593505859,6.95007133483887,0.298691153526306,0.450649976730347,0.0634732320904732,0.0668743327260017,0.100896582007408,14.2111005783081,"12073386","2"
"AA_0556","M",14.0908,52.8328,"2018",0.925661363558409,0.65,5,199,71.5,1.3400000333786,"112",0,26.939790725708,144.924758911133,39.3800735473633,40.0014839172363,60.5314483642578,6,88,6.73444080352783,2.81315588951111,0.0907081663608551,0.000169543141964823,0.214459255337715,0.0069150822237134,0.0129250194877386,"12064044","2"
"SK_2953","F",12.2875,49.6044,"2015",3.49030384216432,0.09,4,200,9.42000007629395,0,"112",0,16.6773319244385,200.462646484375,51.3670463562012,38.4331474304199,95.2398910522461,32.3273048400879,103.075164794922,5.80701589584351,1.38522958755493,0.0662389248609543,0.00711655803024769,0.428663343191147,0.020497826859355,2.2022397518158,"09374132","2"
"AA_0457","F",14.2697,52.0439,"2017",0.35896783744709,0.7,4,201,73.6500015258789,0.769999980926514,"112",0,24.7392826080322,161.359786987305,26.0684700012207,38.0580596923828,71.99365234375,20.0163078308105,87.0744323730469,5.43390941619873,1.66057419776917,0.215890631079674,0.000149910119944252,0.095374770462513,0.0123996380716562,0.00861005950719118,"12067137","2"
"SK_3096","M",14.0817,52.7667,"2015",0.904564190352354,0.85,1,202,74.5800018310547,3.33999991416931,"121",6,60.5944137573242,222.153244018555,41.350025177002,39.0091361999512,63.4363822937012,6.5500636100769,88.1324157714844,NA,2.81315588951111,0.0907081663608551,0.000169543141964823,0.214459255337715,0.0069150822237134,0.0129250194877386,"12064044","1"
"SK_3032","F",12.5228,49.3669,"2015",0.0235311894643948,0.13,1,203,50.3699989318848,2.1800000667572,"112",10,25.6426849365234,83.9721984863281,52.4034309387207,37.6253128051758,90.2482223510742,59.0617027282715,103,6.12472057342529,4.74677515029907,0.058097917586565,0.0221501868218184,0.712115824222565,0.00871590618044138,3.32299280166626,"09372154","2"
"AA_0423","M",14.3217,52.6506,"2017",-0.352691526379992,0.85,3,204,8.39000034332275,0,"211",0,55,762.294555664062,30.5733795166016,37.9139175415039,64.3454742431641,9.14596080780029,87,7.0905179977417,1.94843745231628,0.120987221598625,7.69278485677205e-05,0.137046694755554,0.00850984454154968,0.00541085237637162,"12064274","3"
"SK_3102","F",13.595,53.1158,"2015",0.688157262054443,0.88,3,205,18.1299991607666,2.23000001907349,"231",11,17.3601703643799,57.8611373901367,32.2369270324707,34.1605491638184,45.098518371582,18.2413139343262,93,NA,0.353310018777847,0.0183945186436176,0.0210172235965729,0.0437359437346458,0.0161592606455088,4.13262844085693,"12073396","3"
"AA_0134","F",13.5878,52.1583,"2016",2.36020830955985,0,5,206,25.4799995422363,9.32999992370605,"112",6,67.2844924926758,123.291549682617,41.9005737304688,38.4732055664062,67.0479507446289,15.385217666626,88.4037780761719,5.40405893325806,0.32527357339859,0.0150937316939235,0.253844559192657,0.0328002460300922,0.00152203603647649,25.5974178314209,"12061332","2"
"SK_3063","M",12.1706,48.8911,"2015",-2.35724802564188,0.95,3,207,38.7299995422363,0,"112",0,22.3211688995361,40.8630561828613,30.3515453338623,44.7994041442871,102.982276916504,54.900146484375,102.133178710938,7.7723183631897,0.536088764667511,0.0299952458590269,3.91250760003459e-05,0.144040018320084,0.00805932935327291,0.0105123948305845,"09375205","2"
"AA_0544","M",14.0678,52.3975,"2018",-0.43592842694051,0.89,6,208,18.5400009155273,0,"211",4,70.3287506103516,271.564880371094,24.0563430786133,39.9342727661133,62.8399810791016,13.7944946289062,88.8291625976562,6.61306524276733,1.14583587646484,0.115304313600063,0.00348423351533711,0.1624905616045,0.0163512621074915,0.494097858667374,"12067144","3"
"SK_3014","F",12.2672,48.9256,"2015",-0.411063522839285,0.7,5,209,62.9300003051758,3.16000008583069,"112",7,12.6829671859741,57.6934013366699,32.9931182861328,46.6051864624023,101.032455444336,52.7311744689941,102,7.85071659088135,0.877717077732086,0.0491081885993481,8.19226406747475e-05,0.16367781162262,0.00915775820612907,0.0152770392596722,"09375170","2"
"AA_0065","M",13.4642,52.4164,"2016",-0.215706001445197,0,7,210,0,0,"231",0,80.5912246704102,48.6398468017578,29.9231662750244,36.8805694580078,65.0487213134766,7.74145650863647,88.8637619018555,NA,0.00144297431688756,0.000794871477410197,0.0442729666829109,0.00017622546874918,9.70749097177759e-05,5.40690469741821,"12061433","3"
"AA_0249","M",13.6025,52.2225,"2017",2.34749953882895,0,11,211,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"AA_0611","F",14.0806,53.0336,"2018",-1.48526115045457,0.72,9,212,0,0,"211",0,26.4313259124756,581.596984863281,24.1022644042969,44.5001678466797,53.6766624450684,13.9989881515503,92,7.24931526184082,0.132863029837608,0.0593872144818306,0.0634582042694092,0.0284640565514565,0.0127228843048215,13.5950374603271,"12073505","3"
"SK_3199","M",13.6025,52.2225,"2015",1.04443729746151,0,8,213,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"AA_0553","M",14.0908,52.8328,"2018",-1.72115905544375,0.89,5,214,71.5,1.3400000333786,"112",0,26.939790725708,144.924758911133,39.3800735473633,40.0014839172363,60.5314483642578,6,88,6.73444080352783,2.81315588951111,0.0907081663608551,0.000169543141964823,0.214459255337715,0.0069150822237134,0.0129250194877386,"12064044","2"
"AA_0374","M",14.1808,52.0747,"2017",-0.0692130938032669,0.55,11,215,48.6599998474121,0.629999995231628,"112",6,25.0926818847656,216.876358032227,30.7403316497803,37.9916954040527,74.2157363891602,18.1067924499512,87.0738983154297,NA,2.06985425949097,0.12037518620491,0.000187542696949095,0.170200988650322,0.00989826954901218,0.0154213523492217,"12067493","2"
"AA_0307","F",13.8675,52.2428,"2017",0.780319522307507,0.12,7,216,50.0200004577637,4.53000020980835,"112",0,19.5165863037109,232.118392944336,33.5533447265625,38,66.4584808349609,12,87.5531616210938,5.87880849838257,0.391730159521103,0.000116356575745158,3.01401376724243,0.0217231214046478,6.45247246211511e-06,167.140029907227,"12067481","2"
"AA_0592","F",14.1011,52.9456,"2018",-0.285706001445197,0.88,1,217,37.2999992370605,0,"112",12,26.9087009429932,151.969772338867,29.0256042480469,46.5157127380371,57.5802345275879,8.34807586669922,90.6880798339844,7.01097583770752,0.336788177490234,0.0139612732455134,0.00702407443895936,0.100001245737076,0.00414546858519316,2.08563208580017,"12060149","2"
"AA_0121","F",13.895,52.9581,"2016",-1.5525100144315,0.89,4,218,70.7200012207031,1.35000002384186,"112",0,9.54001140594482,163.967895507812,29.2789859771729,41.3893394470215,50.604419708252,14.1057767868042,92.393180847168,6.64743995666504,0.264217287302017,0.0380688942968845,0.422163009643555,0.109847255051136,0.0158269871026278,175.512542724609,"12060296","2"
"SK_2975","M",12.3836,49.0664,"2015",-2.48729579194412,0.45,7,219,23.5900001525879,0,"211",0,15.8036270141602,65.7864990234375,54.7582702636719,62.1403541564941,116.760665893555,56.0604286193848,104.902252197266,6.0301718711853,1.02594614028931,0.00723065715283155,3.35459590132814e-05,0.336113542318344,0.00236885901540518,0.0109901009127498,"09375120","3"
"AA_0659","F",13.2144,53.1514,"2018",4.10294303956706,0.72,15,220,37.2099990844727,0,"112",0,73.8466033935547,232.88703918457,50.6054039001465,36.8394432067871,59.6054039001465,25.9978694915771,93.7740859985352,5.67053747177124,0.000240711160586216,7.25991731087561e-06,5.60886765015312e-05,1.12378320409334e-05,3.3893624618031e-07,0.00261855381540954,"12065084","2"
"AA_0676","F",13.1781,52.9967,"2018",0.990653160550478,0.12,5,221,22.1399993896484,0,"211",0,29.2021389007568,639.667053222656,47.0406379699707,33.9618797302246,55.0023727416992,22.3533725738525,92.0011367797852,6.45621681213379,0.910161852836609,1.26673853397369,0.0721716657280922,0.0745571255683899,0.103766575455666,5.91203832626343,"12065100","3"
"AA_0260","F",13.6025,52.2225,"2017",-0.142195482709423,0,11,222,45.5800018310547,24.8799991607666,"121",0,68.2418746948242,126.818565368652,40.1329612731934,35.7503089904785,64.9592895507812,9.33948612213135,88.2090301513672,4.97213220596313,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","1"
"SK_3178","M",13.8434,53.1267,"2015",-1.72751821743943,0.9,1,223,3.57999992370605,0,"211",0,27.059549331665,240.672180175781,28.0945339202881,37.2661743164062,45.4910011291504,17.0507526397705,92.4846343994141,6.61781120300293,0.997008681297302,0.0210310835391283,0.0334559045732021,0.214680776000023,0.00452851550653577,7.20388889312744,"12073157","3"
"AA_0501","F",11.6069,53.9405,"2017",-0.159706001445197,0.96,7,224,30.5,0,"121",20,17.6912326812744,67.2136459350586,68.4612274169922,32,45.5169639587402,80.9301605224609,100,6.65794610977173,0.824423670768738,0.0109763247892261,0.0298039652407169,0.187587901949883,0.00249753333628178,6.78154134750366,"13058073","1"
"SK_3149","F",13.6506,53.2108,"2015",-0.72621502475392,0.8,2,225,0,0.529999971389771,"112",6,71.6080017089844,1056.02282714844,25.3068294525146,27.4250736236572,37.306827545166,15.9321718215942,94.7502136230469,6.47007846832275,0.0856778174638748,0.0383082963526249,0.0409117229282856,0.0371099784970284,0.016592625528574,17.7202587127686,"12073404","2"
